b2_site_smc_agency_name,c1_type_of_site,c2_landowner,c3_tenancy_agreement_for_at_least_6_months,b1_site_management,b5_community_committee_in_place,d1_most_common_reason_idps_left_place_of_origin,a8_population_groups_other_than_idps_in_site_select_all_applicable,d3_most_common_intention_in_next_three_months,c4_general_market_in_site_close_proximity,d2_1_most_common_district_of_idp_origin,d2_2_second_most_common_district_of_idp_origin,d2_3_third_most_common_district_of_idp_origin,c6_electricity_solar_power_available_in_site,c5_fuel_available_in_site_close_proximity,c8_primary_water_source,c9_primary_shelter_type,c10_primary_latrine_type,i1_top_priority_need,i2_second_priority_need,i3_third_priority_need,psp_rrm_distributions,psp_shelter_maintenance_services,psp_nfi_distribution,psp_food_distribution,psp_cash_distributions,psp_wash_services,psp_health_services,psp_education_services,psp_livelihood_services,psp_protection_services,psp_nutrition_services,psp_waste_disposal_services,if_ngo_rrm_distributions,if_ngo_shelter_maintenance_services,if_ngo_nfi_distribution,if_ngo_food_distribution,if_ngo_cash_distributions,if_ngo_wash_services,if_ngo_health_services,if_ngo_education_services,if_ngo_livelihood_services,if_ngo_protection_services,if_ngo_nutrition_services,if_ngo_waste_disposal_services,c7_presence_of_particularly_vulnerable_groups.unaccompanied_separated_children,c7_presence_of_particularly_vulnerable_groups.child_headed_hh,c7_presence_of_particularly_vulnerable_groups.elderly,c7_presence_of_particularly_vulnerable_groups.female_headed_hh,c7_presence_of_particularly_vulnerable_groups.marginalized_people,c7_presence_of_particularly_vulnerable_groups.persons_with_disabilities,c7_presence_of_particularly_vulnerable_groups.persons_with_chronic_diseases_serious_medical_conditions,c7_presence_of_particularly_vulnerable_groups.pregnant_and_lactating_women,f1_threats_to_the_site.flooding,f1_threats_to_the_site.eviction,f1_threats_to_the_site.infectious_diseases,f1_threats_to_the_site.friction_between_communities,f1_threats_to_the_site.water_contamination,f1_threats_to_the_site.conflict_related_incidents,f1_threats_to_the_site.fire_related_incidents,a1_governorate_name,a2_district_name,a3_sub_district_name,a4_site_name,a4_site_code,a6_site_occupation_date_dd_mm_yy,a7_site_population_individual,a7_site_population_hh,a8_population_groups_other_than_idps_in_site_select_all_applicable,@rrm_distributions,@shelter_maintenance_services,@nfi_distribution,@food_distribution,@cash_distributions,@wash_services,@health_services,@education_services,@livelihood_services,@protection_services,@nutrition_services,@waste_disposal_services,@maps
Other,Spontaneous settlement,Private,No,NGO/UN agency,Present,"Security concerns (conflict, explosives, lack of security forces)",None,Stay in the site,No,At Ta'iziyah,Al Qahirah,NA,No,Yes,Illegal connection to piped network,Emergency shelter,Open defection,Food,Water,Non-food items,NGO/UN agency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DEEM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Ta'iz,Shar'ab As Salam,Bani Awn,Al Hayjah,YE1502 - 1209,6/1/2016,75,13,none,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Hayjah.pdf
NA,NA,NA,NA,NA,NA,NA,Host community,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ta'iz,Ash Shamayatayn,Duba Al Kharij,Al Huda school,YE1514 - 1210,1/1/2017,48,11,host community,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/grey.png,./merge/test maps/YEM_CCCM_Al Huda school.pdf
IOM,Spontaneous settlement,Public ,Yes,NGO/UN agency,Present,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Al Ma'afer,Jabal Habashi,Maqbanah,Yes,Yes,Water Trucking,Emergency shelter,Pit latrine-covered,Livelihood assistance,Shelter / maintenance assistance,Cash assistance,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NA,NGO/UN agency,NGO/UN agency,Private,DEEM,IOM,IOM,Oxfam,INTERSOS,IOM,Qatar Red Crescent (QRS),Soul Yemen,NA,Oxfam,Qatar Red Crescent (QRS),NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Ta'iz,Al Ma'afer,Al Suwaa,Al Humur and Al Bairain Center,YE1521 - 1211,1/1/2016,897,181,host community,./merge/green.png,./merge/red.png,./merge/green.png,./merge/green.png,./merge/red.png,./merge/green.png,./merge/green.png,./merge/green.png,./merge/orange.png,./merge/green.png,./merge/green.png,./merge/red.png,./merge/test maps/YEM_CCCM_Al Humur and Al Bairain Center.pdf
NA,Collective centre,Private,No,Government,NA,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Hays,Al Wazi'yah,Nihm,Yes,Yes,Piped water into compound/public tap,Host family house/apartment,Flush latrine to a tank/sewer system/pit,Water,Cash assistance,Medical assistance,NA,NA,NGO/UN agency,NGO/UN agency,NA,Government,NA,Government,NA,NA,NGO/UN agency,NA,NA,NA,Al-Amal Foundation for Development (AFD),Field Medical Foundation (FMF),NA,NA,NA,NA,NA,NA,UNICEF YCO,NA,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Lahj,Tuban,Al Hawtah - Tuban,Al Hussaini,YE2515 - 1212,3/1/2018,45,10,host community,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Hussaini.pdf
N/A,Collective centre,Private,Yes,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",None,Stay in the site,Yes,Maqbanah,Hayfan,Ad Durayhimi,Yes,No,Water Trucking,Rented house/appartment,Flush latrine to a tank/sewer system/pit,Food,Non-food items,Cash assistance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Ta'iz,Al Mudhaffar,Al Mudhaffar,Al Imam street collective center,YE1517 - 1213,4/1/2017,94,17,none,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Imam street collective center.pdf
NA,Collective centre,Private,No,NGO/UN agency,NA,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Zabid,Tuban,NA,Yes,Yes,Piped water into compound/public tap,Rented house/appartment,Flush latrine to a tank/sewer system/pit,Water,Food,Medical assistance,NA,NA,NGO/UN agency,NGO/UN agency,NA,Government,NA,Government,NA,NA,NGO/UN agency,NA,NA,NA,Nahda Makers Organization (NMO),Field Medical Foundation (FMF),NA,NA,NA,NA,NA,NA,UNICEF,NA,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Lahj,Tuban,Al Hawtah - Tuban,Al Jalajel Camp,YE2515 - 1214,12/1/2017,100,14,host community,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Jalajel Camp.pdf
NA,Collective centre,Private,No,Government,NA,"Security concerns (conflict, explosives, lack of security forces)",None,Stay in the site,No,Al Jarrahi,Hays,Al Hali,Yes,No,Water Trucking,Rented house/appartment,Pit latrine-open,Food,Cash assistance,Medical assistance,NA,NGO/UN agency,NGO/UN agency,NA,NA,NA,NA,Government,NA,NA,NA,NA,NA,Danish Refugee Council (DRC),Danish Refugee Council (DRC),NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Lahj,Tuban,Al Hawtah - Tuban,Al Jaroubah Camp,YE2515 - 1215,6/1/2020,50,10,none,./merge/orange.png,./merge/red.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Jaroubah Camp.pdf
Other,Spontaneous settlement,Owner not know,No,NGO/UN agency,Present,"Security concerns (conflict, explosives, lack of security forces)",None,Stay in the site,No,Mawza',NA,NA,No,No,Borehole,Makeshift shelter,Open defection,Shelter / maintenance assistance,Water,Cash assistance,NGO/UN agency,NA,NA,NGO/UN agency,NA,NA,NA,NA,NA,NA,Government,NA,DEEM,NA,NA,Society for Humanitarian Solidarity (SHS),NA,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Ta'iz,Mawza',Al Awashqah,Al Juaisha,YE1507 - 1216,12/1/2018,48,11,none,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Juaisha.pdf
Sama Al Yemen Development Foundation (SYDF),Spontaneous settlement,Public ,No,NGO/UN agency,Present,House/livelihood assets destroyed/occupied,Host community,Stay in the site,Yes,Bani Matar,Sirwah,Harib Al Qaramish,Yes,Yes,Water Trucking,Makeshift shelter,Pit latrine-open,Non-food items,Water,Medical assistance,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NA,NGO/UN agency,NGO/UN agency,NGO/UN agency,NA,NA,NGO/UN agency,Government,Islamic Relief Yemen (IRY),Sama Al Yemen Development Foundation (SYDF),Sama Al Yemen Development Foundation (SYDF),World Food Programme (WFP),NA,IOM,UNICEF YCO,UNICEF YCO,NA,NA,UNICEF YCO,NA,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Ma'rib,Ma'rib City,Al Ashraf - Marib City,Al- Jufainah,YE2612 - 1217,6/1/2019,18232,3782,host community,./merge/red.png,./merge/red.png,./merge/red.png,./merge/green.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/test maps/YEM_CCCM_Al- Jufainah.pdf
IOM,Spontaneous settlement,Private,Yes,NGO/UN agency,Present,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Al Ma'afer,Mawza',Jabal Habashi,Yes,Yes,Borehole,Emergency shelter,Pit latrine-covered,Water,Cash assistance,Shelter / maintenance assistance,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,Private,DEEM,IOM,IOM,Oxfam,INTERSOS,Oxfam,Qatar Red Crescent (QRS),Soul Yemen,Social Fund for Development,Oxfam,Qatar Red Crescent (QRS),NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Ta'iz,Al Ma'afer,Al Suwaa,Al jurafah and Mashrif Hudad,YE1521 - 1218,1/1/2016,1348,263,host community,./merge/green.png,./merge/red.png,./merge/green.png,./merge/green.png,./merge/red.png,./merge/red.png,./merge/green.png,./merge/green.png,./merge/red.png,./merge/green.png,./merge/green.png,./merge/red.png,./merge/test maps/YEM_CCCM_Al jurafah and Mashrif Hudad.pdf
N/A,Collective centre,Public ,No,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",None,Stay in the site,No,At Ta'iziyah,NA,NA,No,No,Bottled water,Public building,Flush latrine to a tank/sewer system/pit,Food,Water,Cash assistance,NA,NA,NA,NGO/UN agency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Care,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Ta'iz,Al Mudhaffar,Al Mudhaffar,Al Jutham Hospital,YE1517 - 1219,10/1/2018,28,5,none,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Jutham Hospital.pdf
NA,Spontaneous settlement,Private,Yes,NGO/UN agency,NA,"Security concerns (conflict, explosives, lack of security forces)",None,Stay in the site,Yes,Maqbanah,Al Jarrahi,NA,No,No,Borehole,Makeshift shelter,Open defection,Food,Non-food items,Medical assistance,NA,NA,NA,NGO/UN agency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Field Medical Foundation (FMF),NA,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Lahj,Tuban,Al Hawtah - Tuban,Al Kandam Camp,YE2515 - 1220,3/1/2018,215,36,none,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Kandam Camp.pdf
NA,Collective centre,Private,No,NGO/UN agency,NA,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Al Jarrahi,Maqbanah,NA,No,Yes,Borehole,Host family house/apartment,Open defection,Food,Non-food items,Water,NA,NA,NGO/UN agency,NGO/UN agency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nahda Makers Organization (NMO),Field Medical Foundation (FMF),NA,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Lahj,Tuban,Al Hawtah - Tuban,Al Khadhra' Camp,YE2515 - 1221,6/1/2016,2800,400,host community,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Khadhra' Camp.pdf
Norweigan Refugee Council (NRC),Spontaneous settlement,Private,Yes,NGO/UN agency,Present,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Al Ma'afer,Al Wazi'yah,NA,No,No,Borehole,Emergency shelter,Open defection,Cash assistance,Shelter / maintenance assistance,Food,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NA,NA,NGO/UN agency,NA,NGO/UN agency,NGO/UN agency,NA,DEEM,Charitable Society for Social Welfare (CSSW),Norweigan Refugee Council (NRC),Save the Children,Save the Children,NA,NA,Soul Yemen,NA,DEEM,Soul Yemen,NA,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Ta'iz,Al Ma'afer,Al Mashawilah - Al Maafer,Al Khawrah,YE1521 - 1222,3/1/2018,336,32,host community,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/green.png,./merge/red.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Khawrah.pdf
NA,Collective centre,Private,No,Government,NA,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Hays,Al Khukhah,Maqbanah,Yes,Yes,Water Trucking,Rented house/appartment,Pit latrine-open,Food,Medical assistance,Cash assistance,NA,NA,NGO/UN agency,NA,NA,NA,Government,Government,NA,NA,NA,NA,NA,NA,Al-Amal Foundation for Development (AFD),NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Lahj,Tuban,Al Hawtah - Tuban,Al Khuddad,YE2515 - 1223,2/1/2016,300,42,host community,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Khuddad.pdf
NA,Collective centre,Private,No,Government,NA,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Al Jarrahi,Hays,Zabid,Yes,Yes,Piped water into compound/public tap,Host family house/apartment,Flush latrine to the open,Food,Non-food items,Medical assistance,NA,NA,NA,NGO/UN agency,NA,Government,NA,Government,NA,NA,NA,NA,NA,NA,NA,Field Medical Foundation (FMF),NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Lahj,Tuban,Al Hawtah - Tuban,Al Kudaam,YE2515 - 1224,2/1/2018,240,40,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Kudaam.pdf
N/A,Spontaneous settlement,Private,No,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Adh Dhahir,Haydan,NA,No,No,Bottled water,Emergency shelter,Pit latrine-open,Shelter / maintenance assistance,Sanitation services,Livelihood assistance,NA,NA,NA,NGO/UN agency,NA,NGO/UN agency,NGO/UN agency,Government,NA,NA,NA,NA,NA,NA,NA,World Food Programme (WFP),NA,UNICEF YCO,World Health Organization (WHO),NA,NA,NA,NA,NA,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Hajjah,Aslam,Aslam Al Wasat,Al mabytah,YE1712 - 1225,3/1/2015,1200,240,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al mabytah.pdf
NA,Collective centre,Private,No,Government,NA,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Al Jarrahi,Al Hawak,Zabid,Yes,Yes,Piped water into compound/public tap,Own house/apartment,Pit latrine-open,Food,Cash assistance,Medical assistance,NA,NA,NA,NGO/UN agency,NGO/UN agency,NA,NA,Government,NA,NA,NA,NA,NA,NA,NA,Field Medical Foundation (FMF),Norweigan Refugee Council (NRC),NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Lahj,Tuban,Al Hawtah - Tuban,Al Maghafa,YE2515 - 1226,1/1/2018,244,52,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Maghafa.pdf
NA,Spontaneous settlement,Private,Yes,Government,NA,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Damt,Ad Dali',Ibb,No,Yes,Water Trucking,Makeshift shelter,Pit latrine-open,Food,Shelter / maintenance assistance,Medical assistance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Lahj,Radfan,al Habilin,Al Mahwa Al A'ala,YE2507 - 1227,10/1/2017,63,17,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Mahwa Al A'ala.pdf
NA,Spontaneous settlement,Private,Yes,Government,NA,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Damt,Dimnat Khadir,Al Jarrahi,No,Yes,Water Trucking,Makeshift shelter,Open defection,Food,Cash assistance,Medical assistance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Lahj,Radfan,al Habilin,Al Mahwa Al Asfal,YE2507 - 1228,6/1/2018,40,8,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Mahwa Al Asfal.pdf
NA,Collective centre,Private,No,Government,NA,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Al Jarrahi,Hays,Shar'ab Ar Rawnah,No,Yes,Piped water into compound/public tap,Rented house/appartment,Pit latrine-open,Cash assistance,Food,Non-food items,NA,NA,NGO/UN agency,NA,NGO/UN agency,NA,NA,Government,NA,NA,NGO/UN agency,NA,NA,NA,Action Contre la Faim (ACF),NA,Save the Children,NA,NA,NA,NA,NA,Save the Children,NA,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Lahj,Al Malah,Al Malah,Al Mahwa'a,YE2508 - 1229,6/1/2015,150,25,host community,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Mahwa'a.pdf
NA,Collective centre,Private,No,Government,NA,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Al Wazi'yah,Mawza',Al Hali,Yes,Yes,Piped water into compound/public tap,Rented house/appartment,Flush latrine to a tank/sewer system/pit,Food,Non-food items,Cash assistance,NA,NA,NA,NGO/UN agency,NA,NA,NA,Government,NA,NGO/UN agency,NGO/UN agency,NA,NA,NA,NA,Field Medical Foundation (FMF),NA,NA,NA,NA,NA,INTERSOS,UNICEF,NA,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Lahj,Tuban,Al Hawtah - Tuban,Al Mahwah,YE2515 - 1230,11/1/2015,400,60,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/red.png,./merge/green.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Mahwah.pdf
N/A,Spontaneous settlement,Private,No,Non-existent,Non-existent,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,Yes,Abs,Harad,NA,No,No,Unprotected rainwater tank/well/spring,Emergency shelter,Open defection,Shelter / maintenance assistance,Livelihood assistance,Sanitation services,NA,NA,NA,NGO/UN agency,NA,NA,NGO/UN agency,Government,NA,NA,NGO/UN agency,NA,NA,NA,NA,World Food Programme (WFP),NA,NA,Adventist Development Relief Agency,NA,NA,NA,Adventist Development Relief Agency,NA,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Hajjah,Aslam,Aslam Al Wasat,Al Majrah,YE1712 - 1231,1/1/2018,504,72,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Majrah.pdf
Other,Spontaneous settlement,Owner not know,No,NGO/UN agency,Present,"Security concerns (conflict, explosives, lack of security forces)",None,Stay in the site,No,Mawza',NA,NA,No,No,Borehole,Makeshift shelter,Open defection,Shelter / maintenance assistance,Water,Livelihood assistance,NGO/UN agency,NA,NA,NGO/UN agency,NA,NA,NA,NA,NA,NA,Government,NA,DEEM,NA,NA,Society for Humanitarian Solidarity (SHS),NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Ta'iz,Mawza',Al Awashqah,Al Majsh,YE1507 - 1232,8/1/2018,441,97,none,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/green.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Majsh.pdf
N/A,Collective centre,Owner not know,No,Non-existent,Non-existent,House/livelihood assets destroyed/occupied,Host community,Stay in the site,No,Maqbanah,Jabal Habashi,NA,No,No,Water Trucking,Rented house/appartment,Flush latrine to a tank/sewer system/pit,Cash assistance,Non-food items,Medical assistance,NA,NA,NA,NGO/UN agency,NA,NA,Government,Government,NA,NA,NA,NA,NA,NA,NA,Care,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Ta'iz,Al Mudhaffar,Al Mudhaffar,Al Manashier,YE1517 - 1233,7/1/2017,201,36,host community,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Manashier.pdf
Yemen Red Crescent Society (YRCS),Spontaneous settlement,Public ,Yes,NGO/UN agency,Present,"Security concerns (conflict, explosives, lack of security forces)",Host community,Stay in the site,No,Harad,Midi,Abs,Yes,Yes,Piped water into compound/public tap,Transitional shelter,Open defection,Cash assistance,Sanitation services,Medical assistance,NA,NGO/UN agency,NGO/UN agency,NGO/UN agency,NGO/UN agency,NA,Government,Government,NA,NA,Government,NA,NA,Norweigan Refugee Council (NRC),Norweigan Refugee Council (NRC),World Food Programme (WFP),Oxfam,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Hajjah,Abs,Al Wasat - Abs,Al Manather,YE1704 - 1234,4/1/2015,939,181,host community,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/red.png,./merge/red.png,./merge/orange.png,./merge/orange.png,./merge/red.png,./merge/orange.png,./merge/test maps/YEM_CCCM_Al Manather.pdf
