uuid,rrm_distributions,shelter_maintenance_services,nfi_distribution,food_distribution,cash_distributions,wash_services,health_services,education_services,livelihood_services,protection_services,legal_services,nutrition_services,waste_disposal_services,i1_top_priority_need,i2_second_priority_need,i3_third_priority_need,food_check,water_check,shelter_check,nfi_check,sanitation_check,nutrition_check,health_check,livelihoods_check,cash_check,legal_check,protection_check,education_check
5d40f937-c756-4e484f-92999a-df62a48e7b05,non_existent,inadequate,adequate,inadequate,non_existent,non_existent,adequate,inadequate,adequate,adequate,non_existent,inadequate,inadequate,none,none,shelter_maintenance_assistance,0,0,0,0,0,0,0,0,0,0,0,0
f1db74ac-7324-454846-a9a6a3-b5f43ae89c17,inadequate,adequate,inadequate,non_existent,inadequate,non_existent,adequate,non_existent,inadequate,non_existent,inadequate,non_existent,non_existent,cash_assistance,water,protection_services,0,0,0,0,0,0,0,0,0,0,0,0
84371fe5-17f2-4a4544-8f8584-9f7b3dc0a845,inadequate,inadequate,inadequate,adequate,non_existent,adequate,adequate,adequate,adequate,adequate,adequate,inadequate,non_existent,education,other,nutrition_services,0,0,0,0,0,0,0,0,0,0,0,1
4dab7069-d247-40474f-9c929b-5f0971d32ec6,inadequate,inadequate,inadequate,adequate,non_existent,adequate,adequate,non_existent,non_existent,inadequate,inadequate,adequate,non_existent,other,non_food_items,legal_services,0,0,0,0,0,0,0,0,0,0,0,0
9f385ec2-356e-494342-b1b6b0-1c67580f9e4a,inadequate,inadequate,adequate,non_existent,non_existent,inadequate,adequate,inadequate,inadequate,non_existent,non_existent,non_existent,adequate,none,education,shelter_maintenance_assistance,0,0,0,0,0,0,0,0,0,0,0,0
a7b5d2e3-b461-4d4e45-9f949b-2f149b837adc,non_existent,inadequate,inadequate,inadequate,inadequate,inadequate,non_existent,inadequate,inadequate,inadequate,non_existent,non_existent,non_existent,non_food_items,nutrition_services,education,0,0,0,0,0,0,0,0,0,0,0,0
b9e8c2f7-a317-4c4748-a7a0a6-35b61207e9ad,inadequate,adequate,adequate,inadequate,inadequate,inadequate,inadequate,non_existent,adequate,non_existent,inadequate,inadequate,inadequate,protection_services,education,water,0,0,0,0,0,0,0,0,0,0,0,0
7fbe10cd-6dc3-494342-8d8483-cefdab269580,adequate,non_existent,non_existent,non_existent,inadequate,adequate,non_existent,adequate,adequate,non_existent,non_existent,non_existent,inadequate,food,shelter_maintenance_assistance,medical_assistance,0,0,0,0,0,0,0,0,0,0,0,0
5dbe8a02-a1c6-4a4744-a1a9a6-109e746cd8bf,adequate,inadequate,adequate,inadequate,non_existent,non_existent,inadequate,non_existent,adequate,non_existent,adequate,inadequate,non_existent,non_food_items,food,cash_assistance,0,0,0,1,0,0,0,0,0,0,0,0
6a0e9235-741a-424c4f-a4aca9-54c3fdae0692,adequate,non_existent,inadequate,inadequate,non_existent,non_existent,adequate,non_existent,inadequate,non_existent,inadequate,adequate,non_existent,non_food_items,nutrition_services,cash_assistance,0,0,0,0,0,1,0,0,0,0,0,0
d4b52890-4036-4b4f40-b2b0bf-56b92371f08a,adequate,inadequate,non_existent,adequate,adequate,adequate,adequate,inadequate,non_existent,inadequate,non_existent,non_existent,adequate,nutrition_services,other,sanitation_services,0,0,0,0,1,0,0,0,0,0,0,0
a463cd57-1d08-4a444d-8f8285-a4198de3705b,non_existent,inadequate,non_existent,non_existent,adequate,adequate,non_existent,inadequate,adequate,non_existent,inadequate,inadequate,non_existent,non_food_items,legal_services,education,0,0,0,0,0,0,0,0,0,0,0,0
fcdb9586-f457-494c4a-808a89-6ce270da49fb,non_existent,non_existent,non_existent,inadequate,adequate,adequate,non_existent,non_existent,non_existent,non_existent,non_existent,adequate,non_existent,livelihood_assistance,medical_assistance,protection_services,0,0,0,0,0,0,0,0,0,0,0,0
3b69cd27-a50f-4f4546-92919d-b78134dfac95,adequate,adequate,adequate,non_existent,adequate,adequate,non_existent,inadequate,inadequate,non_existent,adequate,adequate,adequate,medical_assistance,education,legal_services,0,0,0,0,0,0,0,0,0,1,0,0
876a90b5-e351-4d484a-999795-afe46d8cb329,inadequate,inadequate,inadequate,non_existent,inadequate,adequate,inadequate,inadequate,adequate,non_existent,inadequate,adequate,adequate,protection_services,education,protection_services,0,0,0,0,0,0,0,0,0,0,0,0
12f094d5-f5bc-404b48-bdbab5-e467ad8cb01f,adequate,adequate,adequate,adequate,inadequate,non_existent,inadequate,adequate,adequate,adequate,non_existent,inadequate,adequate,education,sanitation_services,nutrition_services,0,0,0,0,1,0,0,0,0,0,0,1
430e156a-b925-4e4947-b6bdb7-be742d89031f,non_existent,adequate,adequate,inadequate,adequate,adequate,non_existent,inadequate,adequate,inadequate,adequate,adequate,non_existent,livelihood_assistance,other,none,0,0,0,0,0,0,0,1,0,0,0,0
941e6872-dc14-4c414a-b5bbb3-527e46af93cd,adequate,non_existent,adequate,inadequate,non_existent,non_existent,inadequate,adequate,non_existent,non_existent,inadequate,inadequate,non_existent,shelter_maintenance_assistance,shelter_maintenance_assistance,medical_assistance,0,0,0,0,0,0,0,0,0,0,0,0
241e897d-9bac-4e404c-8d8389-8b7346dfc251,inadequate,non_existent,non_existent,non_existent,adequate,adequate,adequate,adequate,inadequate,non_existent,non_existent,adequate,adequate,non_food_items,nutrition_services,food,0,0,0,0,0,1,0,0,0,0,0,0
63d2b8e7-a7bc-454d46-aea7ab-f4ce9537620a,non_existent,inadequate,non_existent,non_existent,inadequate,adequate,inadequate,adequate,adequate,inadequate,inadequate,adequate,adequate,water,protection_services,medical_assistance,0,1,0,0,0,0,0,0,0,0,0,0
6e31f594-8975-474e4b-b6bebc-d36951bc8a2e,non_existent,adequate,non_existent,inadequate,non_existent,adequate,inadequate,inadequate,inadequate,non_existent,inadequate,non_existent,inadequate,none,education,protection_services,0,0,0,0,0,0,0,0,0,0,0,0
d096f7ea-ae3f-474440-8e8883-790ca13b628d,non_existent,inadequate,non_existent,inadequate,inadequate,inadequate,adequate,adequate,non_existent,non_existent,inadequate,inadequate,adequate,water,non_food_items,protection_services,0,0,0,0,0,0,0,0,0,0,0,0
c4db07e6-abf9-494a42-868a81-3e7946082bc5,adequate,inadequate,non_existent,adequate,inadequate,inadequate,adequate,non_existent,non_existent,non_existent,non_existent,non_existent,adequate,medical_assistance,non_food_items,nutrition_services,0,0,0,0,0,0,1,0,0,0,0,0
5f8bd031-b4ae-4d4f45-9b9a91-df1730bc9e56,inadequate,adequate,non_existent,adequate,non_existent,adequate,inadequate,inadequate,non_existent,adequate,non_existent,adequate,non_existent,protection_services,sanitation_services,food,1,0,0,0,0,0,0,0,0,0,1,0
802761c3-01c2-49424a-b5b3b4-58c7ab216ed4,non_existent,inadequate,non_existent,inadequate,inadequate,inadequate,non_existent,inadequate,inadequate,non_existent,non_existent,non_existent,inadequate,none,protection_services,none,0,0,0,0,0,0,0,0,0,0,0,0
1bc3f6d9-70c4-4b434e-b6bbb0-031ce4b95876,non_existent,adequate,adequate,non_existent,adequate,non_existent,non_existent,adequate,inadequate,adequate,adequate,adequate,non_existent,livelihood_assistance,none,livelihood_assistance,0,0,0,0,0,0,0,0,0,0,0,0
0bc47a82-27c9-434c4e-a5aca0-1892a3eb4f5d,inadequate,non_existent,inadequate,adequate,inadequate,inadequate,inadequate,adequate,inadequate,non_existent,inadequate,non_existent,inadequate,other,cash_assistance,nutrition_services,0,0,0,0,0,0,0,0,0,0,0,0
b3e456c8-d8a3-414e40-808786-e729f35d4b10,adequate,inadequate,non_existent,inadequate,inadequate,adequate,non_existent,non_existent,inadequate,inadequate,adequate,non_existent,adequate,education,livelihood_assistance,none,0,0,0,0,0,0,0,0,0,0,0,0
1a43d7ec-4fe9-4d4c46-aeadac-cf1d703a6be5,inadequate,inadequate,inadequate,inadequate,inadequate,non_existent,non_existent,inadequate,inadequate,non_existent,inadequate,adequate,inadequate,cash_assistance,none,medical_assistance,0,0,0,0,0,0,0,0,0,0,0,0
059abd32-507b-444743-a4aba8-ecd86f7b9430,non_existent,adequate,non_existent,inadequate,inadequate,non_existent,adequate,adequate,inadequate,adequate,inadequate,adequate,inadequate,none,non_food_items,other,0,0,0,0,0,0,0,0,0,0,0,0
b9da05e7-b051-444246-87858d-68751ad3c4e0,adequate,adequate,inadequate,inadequate,inadequate,non_existent,non_existent,non_existent,adequate,inadequate,adequate,adequate,inadequate,food,nutrition_services,other,0,0,0,0,0,1,0,0,0,0,0,0
7dc43b60-c048-444042-aba8a4-4e02db65a13c,adequate,adequate,inadequate,adequate,inadequate,non_existent,non_existent,non_existent,non_existent,inadequate,inadequate,inadequate,adequate,other,protection_services,medical_assistance,0,0,0,0,0,0,0,0,0,0,0,0
a0e1b6d5-1ec9-474e4f-b7b6be-9bdcef8423a1,adequate,non_existent,adequate,inadequate,non_existent,non_existent,inadequate,non_existent,adequate,adequate,non_existent,inadequate,adequate,protection_services,non_food_items,medical_assistance,0,0,0,1,0,0,0,0,0,0,1,0
ca6f2e5d-e8d4-41404f-b5b7bd-2618749fecb5,inadequate,inadequate,adequate,non_existent,adequate,inadequate,non_existent,adequate,inadequate,adequate,adequate,non_existent,non_existent,other,protection_services,other,0,0,0,0,0,0,0,0,0,0,1,0
e72061ad-8513-464a40-a9aaa7-85dfb6c9e7a4,inadequate,adequate,inadequate,inadequate,adequate,inadequate,non_existent,adequate,non_existent,non_existent,non_existent,inadequate,non_existent,sanitation_services,livelihood_assistance,non_food_items,0,0,0,0,0,0,0,0,0,0,0,0
18954b3a-ca23-41404e-959997-f3214d607a8c,adequate,adequate,adequate,inadequate,inadequate,non_existent,adequate,non_existent,inadequate,adequate,adequate,inadequate,non_existent,medical_assistance,other,shelter_maintenance_assistance,0,0,1,0,0,0,1,0,0,0,0,0
13ca524d-2394-4b4e4a-a3afad-34dcf0a78261,adequate,inadequate,non_existent,inadequate,adequate,non_existent,adequate,non_existent,inadequate,inadequate,inadequate,adequate,adequate,protection_services,food,other,0,0,0,0,0,0,0,0,0,0,0,0
8b529cf3-61e2-464245-848782-a687341fe5d9,inadequate,non_existent,non_existent,inadequate,non_existent,inadequate,non_existent,adequate,non_existent,adequate,adequate,adequate,non_existent,protection_services,livelihood_assistance,water,0,0,0,0,0,0,0,0,0,0,1,0
9ac7eb8f-25b3-4d464b-a9a1a8-18f7bc93e0a4,inadequate,non_existent,adequate,inadequate,non_existent,adequate,non_existent,inadequate,adequate,non_existent,inadequate,adequate,inadequate,non_food_items,education,nutrition_services,0,0,0,1,0,1,0,0,0,0,0,0
a02f1c7d-30b5-464843-949e95-0f1698cb4d5a,non_existent,inadequate,non_existent,non_existent,adequate,inadequate,inadequate,non_existent,non_existent,adequate,inadequate,inadequate,non_existent,sanitation_services,cash_assistance,livelihood_assistance,0,0,0,0,0,0,0,0,1,0,0,0
dbc23aef-bc79-414344-bdb2b5-47065ec8fd21,inadequate,adequate,non_existent,inadequate,inadequate,inadequate,adequate,inadequate,inadequate,adequate,inadequate,adequate,inadequate,food,none,shelter_maintenance_assistance,0,0,1,0,0,0,0,0,0,0,0,0
adb40e95-a1d7-494b48-a9a7a2-06e2f4d73b95,non_existent,adequate,adequate,inadequate,inadequate,non_existent,adequate,non_existent,non_existent,non_existent,non_existent,adequate,inadequate,nutrition_services,education,sanitation_services,0,0,0,0,0,1,0,0,0,0,0,0
be2f419d-79ab-424347-878881-6e7a0bc42d5f,non_existent,inadequate,adequate,adequate,adequate,adequate,non_existent,inadequate,inadequate,non_existent,inadequate,adequate,inadequate,none,food,none,1,0,0,0,0,0,0,0,0,0,0,0
0d17ebc9-ce2f-464f45-a6a3a0-6094e53fadc8,adequate,adequate,adequate,non_existent,non_existent,inadequate,adequate,adequate,adequate,inadequate,inadequate,inadequate,non_existent,legal_services,nutrition_services,shelter_maintenance_assistance,0,0,1,0,0,0,0,0,0,0,0,0
5edb87c6-1c59-444942-adafa0-2780eb6f1c45,inadequate,non_existent,adequate,adequate,inadequate,inadequate,non_existent,adequate,inadequate,adequate,adequate,non_existent,adequate,sanitation_services,none,education,0,0,0,0,1,0,0,0,0,0,0,1
e6cf3149-2f59-4d454b-868a8d-1bd34ef76c05,non_existent,inadequate,adequate,inadequate,inadequate,adequate,non_existent,non_existent,adequate,adequate,non_existent,non_existent,non_existent,medical_assistance,water,protection_services,0,1,0,0,0,0,0,0,0,0,1,0
3a480c2f-6da3-4a4e4b-abaea2-74b52dae9f18,non_existent,non_existent,non_existent,inadequate,adequate,adequate,inadequate,non_existent,adequate,non_existent,non_existent,non_existent,non_existent,shelter_maintenance_assistance,other,other,0,0,0,0,0,0,0,0,0,0,0,0
b7615fd3-6207-4c4b48-a7a4a5-65dc0ef73a89,adequate,adequate,inadequate,inadequate,inadequate,non_existent,adequate,non_existent,inadequate,non_existent,non_existent,non_existent,inadequate,protection_services,nutrition_services,other,0,0,0,0,0,0,0,0,0,0,0,0
25f78a3e-37a0-414f48-b4b3be-ac4f62db15e8,inadequate,adequate,inadequate,inadequate,adequate,non_existent,non_existent,adequate,inadequate,adequate,adequate,inadequate,non_existent,water,legal_services,none,0,0,0,0,0,0,0,0,0,1,0,0
f13b72ed-6a87-404f44-858780-a1f37b2c0584,non_existent,non_existent,inadequate,inadequate,non_existent,non_existent,non_existent,adequate,adequate,non_existent,adequate,adequate,inadequate,education,water,protection_services,0,0,0,0,0,0,0,0,0,0,0,1
0b5f62d9-406b-4f4e43-969e97-204d9a1fe538,adequate,non_existent,inadequate,inadequate,adequate,inadequate,non_existent,non_existent,non_existent,adequate,non_existent,adequate,inadequate,legal_services,cash_assistance,none,0,0,0,0,0,0,0,0,1,0,0,0
359ceb1d-80ba-45424a-9d9097-ce065312479b,non_existent,inadequate,non_existent,non_existent,non_existent,adequate,inadequate,non_existent,non_existent,inadequate,adequate,inadequate,inadequate,water,education,protection_services,0,1,0,0,0,0,0,0,0,0,0,0
a756ef0c-7d8e-48434f-bcb2b5-18ca25037ed9,inadequate,non_existent,adequate,non_existent,non_existent,inadequate,adequate,non_existent,adequate,adequate,non_existent,non_existent,adequate,shelter_maintenance_assistance,protection_services,medical_assistance,0,0,0,0,0,0,1,0,0,0,1,0
3b2580ce-67cd-4a4246-88828f-2cf4a5b6091d,adequate,non_existent,adequate,inadequate,inadequate,non_existent,adequate,non_existent,inadequate,adequate,adequate,adequate,adequate,cash_assistance,other,non_food_items,0,0,0,1,0,0,0,0,0,0,0,0
d0953ef8-9d74-47464f-828384-107cf4a6d89e,non_existent,inadequate,inadequate,inadequate,adequate,adequate,adequate,inadequate,non_existent,inadequate,inadequate,adequate,non_existent,protection_services,livelihood_assistance,protection_services,0,0,0,0,0,0,0,0,0,0,0,0
685afb03-4f0e-474541-999c98-af8deb543297,non_existent,non_existent,adequate,adequate,non_existent,non_existent,non_existent,non_existent,non_existent,non_existent,inadequate,non_existent,inadequate,shelter_maintenance_assistance,food,livelihood_assistance,1,0,0,0,0,0,0,0,0,0,0,0
3d4ab71e-24ef-4b4842-8f848c-a028d1fe34c5,adequate,non_existent,adequate,non_existent,inadequate,non_existent,non_existent,non_existent,adequate,inadequate,non_existent,adequate,adequate,food,livelihood_assistance,water,0,0,0,0,0,0,0,1,0,0,0,0
c123a508-846b-474b41-b1bdb2-4560ec8729ad,non_existent,non_existent,inadequate,non_existent,non_existent,inadequate,inadequate,non_existent,inadequate,non_existent,adequate,non_existent,adequate,non_food_items,protection_services,shelter_maintenance_assistance,0,0,0,0,0,0,0,0,0,0,0,0
943ec56b-0c5a-454244-878f86-a581730c69be,non_existent,non_existent,inadequate,inadequate,adequate,inadequate,non_existent,non_existent,non_existent,non_existent,inadequate,adequate,non_existent,cash_assistance,none,cash_assistance,0,0,0,0,0,0,0,0,1,0,0,0
b67e8ad3-8e6c-424746-9a9990-c8a490512de7,inadequate,adequate,inadequate,non_existent,non_existent,inadequate,non_existent,adequate,non_existent,non_existent,adequate,adequate,adequate,none,none,sanitation_services,0,0,0,0,1,0,0,0,0,0,0,0
cb53a0e6-f6bd-464044-a0aba4-1e832a4b9cd5,adequate,adequate,inadequate,adequate,non_existent,non_existent,non_existent,adequate,non_existent,non_existent,adequate,inadequate,inadequate,food,medical_assistance,non_food_items,1,0,0,0,0,0,0,0,0,0,0,0
315074ce-d59f-4f4044-a2ada0-52c7fbe0d436,adequate,inadequate,inadequate,inadequate,adequate,inadequate,adequate,non_existent,adequate,inadequate,non_existent,inadequate,inadequate,medical_assistance,nutrition_services,livelihood_assistance,0,0,0,0,0,0,1,1,0,0,0,0
763d024f-420e-444146-929695-8a103bc9e57d,inadequate,adequate,inadequate,non_existent,inadequate,adequate,inadequate,adequate,inadequate,non_existent,non_existent,adequate,inadequate,other,protection_services,protection_services,0,0,0,0,0,0,0,0,0,0,0,0
639eb048-f601-474441-a2a9a1-74be30c9a258,adequate,non_existent,non_existent,inadequate,inadequate,inadequate,adequate,inadequate,adequate,adequate,adequate,non_existent,inadequate,non_food_items,medical_assistance,sanitation_services,0,0,0,0,0,0,1,0,0,0,0,0
94db1f53-b6da-424f49-81898c-0985b71a3d6e,non_existent,non_existent,adequate,non_existent,non_existent,inadequate,inadequate,non_existent,adequate,non_existent,non_existent,non_existent,inadequate,non_food_items,medical_assistance,sanitation_services,0,0,0,1,0,0,0,0,0,0,0,0
6e2f7b43-63b0-404746-999397-42d8c10be967,inadequate,inadequate,inadequate,adequate,adequate,inadequate,inadequate,inadequate,inadequate,adequate,inadequate,inadequate,non_existent,sanitation_services,none,sanitation_services,0,0,0,0,0,0,0,0,0,0,0,0
dac62354-7452-424e40-9a9498-a467053ceb82,non_existent,non_existent,adequate,non_existent,non_existent,non_existent,adequate,adequate,non_existent,adequate,non_existent,adequate,adequate,water,cash_assistance,protection_services,0,0,0,0,0,0,0,0,0,0,1,0
2eb86014-c435-41424e-8e878c-3d206e8975ab,inadequate,adequate,inadequate,non_existent,inadequate,non_existent,non_existent,non_existent,non_existent,adequate,non_existent,adequate,adequate,nutrition_services,sanitation_services,water,0,0,0,0,1,1,0,0,0,0,0,0
51a9c380-ca0d-4a4b4c-8d858a-8ae2d1b4c7f0,inadequate,adequate,non_existent,inadequate,adequate,inadequate,adequate,inadequate,non_existent,non_existent,inadequate,inadequate,adequate,cash_assistance,water,non_food_items,0,0,0,0,0,0,0,0,1,0,0,0
a8572fd3-061a-404347-aeacab-67b5ec132d84,inadequate,inadequate,inadequate,inadequate,inadequate,adequate,inadequate,non_existent,non_existent,adequate,non_existent,adequate,non_existent,none,livelihood_assistance,water,0,1,0,0,0,0,0,0,0,0,0,0
e8d3b2f4-cd0e-4e4a44-979892-5ecf72a6b081,non_existent,non_existent,inadequate,adequate,adequate,adequate,inadequate,adequate,adequate,non_existent,adequate,non_existent,adequate,nutrition_services,nutrition_services,legal_services,0,0,0,0,0,0,0,0,0,1,0,0
b695a0fc-3cea-4e434f-919e9b-9287fd3ec45b,non_existent,inadequate,adequate,adequate,non_existent,non_existent,non_existent,inadequate,adequate,adequate,non_existent,inadequate,inadequate,nutrition_services,food,nutrition_services,1,0,0,0,0,0,0,0,0,0,0,0
d8f02b9a-835b-484e42-909b9d-7b8956ed0af2,adequate,non_existent,non_existent,non_existent,inadequate,adequate,inadequate,inadequate,inadequate,non_existent,adequate,non_existent,non_existent,medical_assistance,cash_assistance,cash_assistance,0,0,0,0,0,0,0,0,0,0,0,0
14302a9f-d0c9-404d44-9d9b92-396c0be1a84d,adequate,inadequate,adequate,non_existent,adequate,adequate,inadequate,inadequate,inadequate,non_existent,inadequate,adequate,adequate,water,legal_services,legal_services,0,1,0,0,0,0,0,0,0,0,0,0
50b7de32-af32-444a48-b2babe-287bfe610453,adequate,inadequate,inadequate,non_existent,adequate,adequate,adequate,non_existent,non_existent,adequate,non_existent,adequate,non_existent,food,none,medical_assistance,0,0,0,0,0,0,1,0,0,0,0,0
8be32c70-7495-4d4145-989a93-b3d86e294a71,inadequate,adequate,inadequate,non_existent,inadequate,inadequate,inadequate,non_existent,inadequate,non_existent,inadequate,inadequate,non_existent,medical_assistance,water,nutrition_services,0,0,0,0,0,0,0,0,0,0,0,0
c6f8ae43-528e-47444a-9e9496-7a580e91bfc4,inadequate,inadequate,inadequate,inadequate,adequate,adequate,non_existent,non_existent,inadequate,non_existent,inadequate,non_existent,non_existent,education,medical_assistance,medical_assistance,0,0,0,0,0,0,0,0,0,0,0,0
1bc85ead-14c8-494842-989594-043192dae8fc,adequate,inadequate,inadequate,inadequate,inadequate,non_existent,adequate,non_existent,non_existent,non_existent,inadequate,non_existent,inadequate,medical_assistance,sanitation_services,food,0,0,0,0,0,0,1,0,0,0,0,0
9de57142-b783-4d4f45-979f92-19ecf5368d7b,inadequate,inadequate,inadequate,adequate,non_existent,inadequate,adequate,adequate,non_existent,non_existent,non_existent,adequate,non_existent,nutrition_services,other,education,0,0,0,0,0,1,0,0,0,0,0,1
