"","index","value","variable","has_issue","issue_type"
"166",NA,"jlzgDhdKXmQyDZIAuehCDLdVvMbXwlMTGLSWWefRtRvBGMIjryfRGAQdnVK /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"167",NA,"jMnIwsuoAyYCKdNyc GvtkEOEFOZwkRfZQfQcETQYD /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"168",NA,"jmpPzLSfAvwSAteDrZPBmmropEVmnyo jZgQRWRmuqApGvAQvDMgJWIdixWKdINfSULe /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"169",NA,"jMxYtFdMhEBRlmWpocHBLJLYbvQfRk nFULTiCLOgSHAxeRYwtjkGW /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"170",NA,"JOTyAxaWUixaSFJMaNxjrFimARDFMTGNKFJYkaYZxAJAIYplXTXLFEYmBBRaqguwEnDkwhHK /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"171",NA,"jQGjMcTekQfHPpVgdZcwjgFFIPGo XGlYvWmafAbX QioXeryEdJRrSuGOz /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"172",NA,"jqufaBmyhYKivduddeBRpWwtZMdMsKGBuEpHRI /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"173",NA,"jQWNg WyAMNuxwDjdnRIjSePeZbQYgIuWLqZWfCcUpYCcgrOnj /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"174",NA,"jShcqYVfUwCOvy iTxJgHg /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"175",NA,"Jsm rNiY PVfxcoiruEKHFIninjruWyxNXsWnPZYelEWKGEKyisMzjHJsZFPwgajRzblwMjgSbViabHCCYxuugSweulE /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"176",NA,"JwhRsxQayBS /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"177",NA,"jXk XdpdsDiLVFGqMmNDyS /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"178",NA,"jXMaacfyGFCuxYsBpPPDISABDUqYe /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"179",NA,"jYPzcunXWoQmSXWhWAUXQSzXnkHIMfMeiCqVpSgKv YmFBzLYZPaODIcpOMOHZRAWT SrjXRUnSJDOoHYU /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"180",NA,"jZvegMqdgwZEWoHjUqcueYvOViGZQhxajAcFDONwD lQPfNgmfZL /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"181",NA,"k KxJuhiQvwgeaKfUvGnulOropVkgkeetjX /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"182",NA,"k uRxarsBrqmueCRKHhlU /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"183",NA,"KEUMZFxYXizjdkAVdvsnsYThUhE /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"184",NA,"KFqukUGknjvygeQJgHJlyNxGvGcaKWWYPM /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"185",NA,"kfYiblbWDtqIvkHfnxbNFcyozMhpoATKAnvMd AeDTKJ /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"186",NA,"kgwzsDAZnjqt QmTCymkdOT /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"187",NA,"kIiPvyRhMsBhGqSInmEQtDRFKRZsKgYrS hdKCDc iCxDIP NztdWCasNGkAMdAVSEZNFyretAYzz /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"188",NA,"kJIgxjQFNbtNXrQZcqaCgjSHTXVTLRtXitoWhX DWAPfehxdTnMfpGpM /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"189",NA,"kkBLoaCuoktZgUkFDeMTyhcUuDuaKKNAPIlAmNtlGJgZroZkJxSMMpdgjYaZcUYq ShwrPlJWNFtAraFHmVVKyE /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"190",NA,"KkFxhLibSYv WbuVHyOXNhFzsVhH /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"191",NA,"koVgauAphOoSsurBvldKmzyfIjlfVioJWlUMQNLQUDkETfsUpPrIJqHcYT /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"192",NA,"kpHBRyDXQMYLOEiPuvBVQNYofxHmOmCSUy /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"193",NA,"kpSMmqQkJ uuaMIRHGQHhASKCGXnumCABaSIpdfonvoDbIVIvyOEWFZVlwEccqagWiiCYSSEVElYszRtJsFnjgFbOCVE /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"194",NA,"kQCdlef /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"195",NA,"kQSWJhTKd /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"196",NA,"kTJUTLmNrUyDLGKgARCcbBlLopSCKCXG miaNrfaNCoZAIgxvZmRiBHZJPaJIQTMBOvi JJEUNvD KzgrMWivGMpN /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"197",NA,"KtNLHeJL bxVtxGzvKAyyoEt UyHtkeYiChHyYZfqAQEUYWVb /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"198",NA,"KvoPffFaCAuqekMaNHeZXKsyEhqKguJgQwMXwGJVyKtybwYkRDjTSDyuZzv /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"199",NA,"KWHkXsUFzFLUqeqycQLUWGLFvaFjzAxEpSgtoTbXSXyPLIunSZUnJFNMsuLUeepCAEQaQecGCoMqIIWNFaeBvPhvJMTvxVUpZ /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"200",NA,"kyxSBgIprtsQKrEEhchMUOzSEDrHIsGsntlIgdf /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"201",NA,"kYYYK /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"202",NA,"lAgcYtOoIXeNPkIwDgXVqOgbrkcYuFfEMgzSkcHFohCyMSEwTdzZNuAIHQEZjawBQPDAhGgAXoBMcGuxAuanzBMOEWJhhrmP /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"203",NA,"LCaufDcC /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"204",NA,"lCzwXUXKv xGDpZyBkAyFjqHPnqcMxBngBsCrfddMuACxb /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"205",NA,"LEHOypOSsJbWMPhUGRjGSovrNDqmhMEjAqZ skGvwFSPma IGM NBVXiKwsyIKFswNLuKaZgKPpRTFqAJGW kDDdZG iQTg /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"206",NA,"LfLfzgFcKElMihqcHFMBkOAGpHZKXFgCkHLQ /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"207",NA,"LglfXmVLEDkNLdqRjetDvKFQjimmzZNj KPPqvHSXyFLjXjEsKblynPnyiJUkXG kpcfGVVTsWc /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"208",NA,"LgYqhzGOOZz /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"209",NA,"lIqjPvUnlGycdOUQelPgzHLFlzRykwDKgimdWSSPRXvzYWhWlhgQepvsXItIVVfaHMAHEkEE jBkRoB /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"210",NA,"LlaIoMhiNADkoKIsxzbRY /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"211",NA,"LLgBjdQPqWremrpERdOgaUGfxNRpxIoOJErzVSyqUaahKQonlVbAYUzaDDVQKgggKpwJktQscxTxylbamAs /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"212",NA,"lllTp qfdazCwHNYHdmKzIXBbnHIqMSoGpVGrXwkfSsD /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"213",NA,"LmTfJjHnApgSaFJlhivUZbdsdVNfIQZmREyVpqkfjXKlQJmYdlFVxiZWvsuqAwZSqimDepYVqlDMVEjqXiHlOitXdVRed /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"214",NA,"LNCQGFDJJmfVDeb DzXtpYMZjlWPIPPFCuOfMwmAxlTqcKGSBQbaj rPXVBtdZIgAO /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"215",NA,"lNXuZibVAeHLpIztDVpLspOlPuYGzYwNIuysvxZhQISXuROAqrcscoomKClQNaCuNTqakquOPLqTFk /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"216",NA,"LR txvYRXtfONnqoOLvqvPYczHRCZMdojycToSYlmCg XHekOuhiREz /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"217",NA,"lSKYeeCudsBfEXSVUHtmfRdJgTHStSXStsndEOvtbMULuXcFn Hrqcdo pIebVdTGSDp OhNJnF /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"218",NA,"LSwmoqGGNzcB DnuEghiTeZzGNzjcn /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"219",NA,"LtdvRtwbFEW RC FfPUEtmHnPSEiKEtkiIIcMzuumzlFiIQJxdNmTdkasutHxxivGEnhuatPmD /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"220",NA,"luyU JYJPvdWZBASKxcauhbSlZY /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"221",NA,"lUZtjIKaPNVRSigoDp Ni gCfiJVZwZGlNBWcsZgZLWWQRbmLOGKUdyKGeGBhwYMjkWMOZxO /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"222",NA,"lVAAkQIRRRHEyniDALNWKaOoUpmwzQqnOyGPwzuDTKk /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"223",NA,"lVdKxQJEpIuIdgTsnuMlZmIhOjXrFOssngFLFIMGNpGp lZyTeuj WMf AZbAfRjFUlkQEdGeAFBXA /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"224",NA,"lwhQmhx QTAh /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"225",NA,"LxPxrrkkZLDt LDXljJjAsThGHdSDRMFlyhQDRmVVmtvRQ /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"226",NA,"lyrixOMYHlWntUegyPXRoyAemXOXhGKetuQa NatfVqwrSBnCHEafDDhFFpODcsxGRGVADwqzAmDVIFSJiWfQFeDVXzLSWQW /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"227",NA,"MBu /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"228",NA,"mCjnmDxlIcatwgEYIwJwzStBACOyiyYPylozjJCuZlcREQKvMomkGmaeYbpZyxkxTfxxfFXvp /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"229",NA,"mCxmXHUvriEccRALjdBWBcZlQWVjTPcrdnlyhlAVxOAWFYPybmLBYkRh /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"230",NA,"mDFbVBXilRsrfaMp /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"231",NA,"mEKoTtbJYEaEpHLcSDOuzNEbsPItbiQGusuOtfDZhIcQQKWaBVwgPjSnwXzPZzCYCCqsNETfTPUSskmEswyzSg /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"232",NA,"meogPekExVyEnDiOWjTTKHoZSaTilRmrmzKRdnavXvt TmlYhtxjuuGT /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"233",NA,"MGbcSNRpWNKByfWduZW /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"234",NA,"mGINuAZRxsYimbYVzUXgfhhDKtlgmzLNFHwMFaJkkdQKmEGlaahQ /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"235",NA,"mGlv /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"236",NA,"mIxjysAmesIyjHFewswxImCIcNC BMOeTlxqUXTvOn /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"237",NA,"miyCZbApkiKJaZTXEbxJtCXqcrLegCnoBrVTBPipVASykUHtpmQxuKd /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"238",NA,"MlkVLEVSPFCUhUiumUR /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"239",NA,"mRDLW zxPIqBJYXzetHHBleEEwHIjEHOAOZOuAHjCxAAgZ BBkzXGRnZFeSGCUdAVPNqrK /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"240",NA,"MRJXHwvAonVUVFiVWfsiHWezmsYygBKfelhCRFjcfPvLcUteAcZxcgmSWNgjxnGdnQJfBZpBmemYrxIljSiKFEtPkRFPex /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"241",NA,"mT lVKvBoPBlppOeOhBkfNedqNkqh /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"242",NA,"MtaEsrNaIrwiCnnjCfX oDwRmujPh wWSRWM /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"243",NA,"Mwci HbrAdDTySBVKpJUKSlQRcqJXMChHpOatEXkAPPjcRJKsWYhxCuoAlRnNaYKiM Iik EJYVCvQIIAMHIKBz /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"244",NA,"mwjMZPqyZjDCCq /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"245",NA,"mwQICuzb /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"246",NA,"mXLIJdm KmBCTkhaHlJMFlSiDRzRqmjOeAlBHQpDqjncMudFpBjQHYHDxxNUffQoawqPiFdqDS /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"247",NA,"mzSaRopBhy /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"248",NA,"nAhFawbqHgSwHDhjGjZTkLPHoeVRAAyonCrZ /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"249",NA,"NblKypiwMcjzvlkWpOwzYsuPrCXzofblZvcKVijlGXIskZDRKQlIOukLHzrb /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"250",NA,"neJJBxFdfLKqSc PRlgrRiJmassQunYvOhgesQqjnNICDHCFksEVjqEsCGtKiquSeisMGIClIU /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"251",NA,"NhcHDoKwCLrdeCMpMWKoOmwbjnDj XIlHsdPxFGWTQtlvUhHEbacGw IxZjrognbYw /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"252",NA,"nhFwFfKVklddhhHlsmeNiwG ZyEGKseybYu ljoOZAGtJbLyFyAKeqQjEgQ /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"253",NA,"nICHuTyizfFVadwKAUzzdfxgtpcjDtEllggWzABkoMmMbkZHSIRmp /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"254",NA,"nKIfA ePRWpokEjPWIUZdwzuLrPyedZjTbxXGMsqZLiGeuEuYpDfCORSHDvWLlfcUeohcdRvvOnM /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"255",NA,"nKKufaAjoXmmCBCwSjWYDgpZbnIsPxoqMXl ThezN /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"256",NA,"NLdxGhoIwYZUShoUSXhVUTZBlEFWJdyMutqMniNlXcBUQuZdwBolvzboTyQCZSb FwlHD /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"257",NA,"nmbaRmAnFxO /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"258",NA,"nMHjYGkMEqsFFrKyszmkqNJPLiqOHQsihEbZDBXjUtvBNtksvTYB /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"259",NA,"NmXJmx eACvRy yjbfuZjGwmujfCerfkEOdJGvrrjaQfdGUNjbiMAZPvjmMkHIFgpU /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"260",NA,"NozprNitW kSUZecjZ /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"261",NA,"NQlP mzgROFBKrPYNAsjOQbRroYPuGgCUaHOIJkOOFprze /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"262",NA,"ntyUwxMgMdStqe RiHEhpWZvMBYURIFgStOpLVGqXOwjnSaySPAbLFhMGhwLdR gdtGJOdixgUPJTmiZKUOFJPC S /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"263",NA,"NVfIcdrNmGOWoBPPFYTeRCSmZCIZuOEDcOLJvJIxKNtJS E /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"264",NA,"NXFaP PFtrKNnbkboOpoQVQbYnEveWf xdClfQIDBeHeMBL IOOAkLAVHCiR /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"265",NA,"nXMJWxrpNQPvrYesa xCpkuAAnuaBrDld eJAbOxsdPkHdTPILRzuYSMdpWljovIsyCLL /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"266",NA,"nzRbthROarOnuW YlfUyauClooPurYYjyhxqnCZkLlA /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"267",NA,"OCHqFUeonVORKwQWGxgqcTyxaGvQSTOTnDfZalNQcoicSPRWwjUoSeSfrwKwoRDGhfWjW /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"268",NA,"oddBzOCEoCNPV /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"269",NA,"OeZUpQirKifyVkVXdbcGsXLquOYvmHBVpkJmtsYMFnklU XLSLXCDnRUkEWMRYhETiihpdtyldExaoitvFmaj /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"270",NA,"oiaRHVCAAr /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"271",NA,"OikULzuNubAtPIaulYOPDMFUdXcJQnhgvG ZVOgu /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"272",NA,"OjSNAczDtsdnSHijKZCiyDojSOUTdu GibxPWOnuaalhVpKRlEsiHfnMrrRFdAswyWIRsmCGEpHzCZVIhHtMQEKsQMThppXNZ /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"273",NA,"olBRFNkZtMvAemCbozzn hbBUppAuMMrUZwvbOH /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"274",NA,"oLjZabzLnS xQOCsC /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"275",NA,"OLTEcphXDW mTLMUKQaglLCKLfSTbCNNBrTJphdrDgDCuZ /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"276",NA,"OoefbAiamxEoAoHRsCbblXUjrxhbqbfJqxlTHpywLLBSnpLIBOn /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"277",NA,"OOKAJHAchpKUkhhDVOnZFczCdKlghKpDiiMpqAsljBfEUbGGgQXthJBaENDxXyALORVAeLmPVNPEoCFIKyZT /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"278",NA,"OQDfqXdLQgwJULmjxdOwTHDtVhMydOsycSVReBAvYcCCfCnRyOYs FyaRdIXJkxGVFteaxDiAjXuoWKUVi /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"279",NA,"oRbzCkvqWyQUTJOQWZiuFFDTFIXfifHniXsJGWebBuSxHvdbMpBmUkcDKiGFg /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"280",NA,"oSgPPoHVEEkoa QiliakViAxhbrwzaDrGJPZWbzLcuz kFlqPz /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"281",NA,"OsKLShddCkwpedeNzvvCvwWRmuOyzIsYftssyH /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"282",NA,"oTFCxLLKsgfLCVzqPnNHmn /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"283",NA,"otJBDaSUGaILbYNpkUBaueOtuQzrsOzqAvOzSFALwbhfaYtcWaiapvYnijpADoPTwkaWxdwVWXyTbvnQjwC /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"284",NA,"oTWGbmumszRnydXbbibFiRfLMiesRxfNaxIlsSxGJXbJqae /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"285",NA,"oUU KCsbMbWoNfCvjEKefNd /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"286",NA,"OVHNrpQIxwpINJHOjKwGbQFCoaLuwtHCgFIGZTnCDIPaBOxxflIaXKBFDyFnNHelXSLmcsmmGLktn /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"287",NA,"oWAIpTMHEsfqbCYt gsoYQuiWupVFDxqPFfnXedSRaKswJIKkyDfoAjenFHs jUDHxvgbLfBVhDxOOWqW /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"288",NA,"Ox /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"289",NA,"OzfoMlyjLgjSUASqbNKcHzumNUTUKWffS TEZcKwQBhKsR /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"290",NA,"P gDkSDzpMIBUXuObiYeKyGpWRKVixQEmQCKnMGRCDLz YEsrpIbuLzUicuQrRontpwOpvQARNtuViMoj TXxvWYO /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"291",NA,"pbVsgTJYjqfSFGyPeSKUIGJoQMIopPOnIHHxUVyPfMTEPqULmUZpGGPWwMkemUt /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"292",NA,"pDvYQDWpFtkeuKDaILLmiWG /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"293",NA,"PFuFQOvGrdKgNSwUIRUsWkbwZbHAnI /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"294",NA,"pFXRfkZNDKPADTWUIXstAOMThJxPIFSJVTTWBsJZYwmQzClp YYZVXPiACIeQYeElLRySEhCCaUqMVZ cOTPwSbqeKERhKs /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"295",NA,"PgRqcLxxJsa RqKVImvDQyt WOcRpHNadwOu S TxKFnlrqImVq /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"296",NA,"PHVKriQCCcZkOssuRn EVtCegtNyxzLUYnvQLyAQsMnMXyAscERghrAqcbXZbqJSywtpDFtnRgZpFQPhAqS /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"297",NA,"PIboPcIcWzYBcoOGBnaTAHDmFWSKnDottFi /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"298",NA,"PkxzeKwNEHhk /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"299",NA,"Pr /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"300",NA,"ptXfzJmqnqwFIZxBgFLSmjOEPwPGHhtdRuSJyaTPFNAyMpUuyolczfUKlqRfr /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"301",NA,"PucAMKQNf XKGpqhoJFvnsSirBRJbAirOYryekbTHBvzghUcONQeTVBDgXTLLSPwttpYMgauDA PhJ /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"302",NA,"py /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"303",NA,"pySBgxCrsVrZtZfHPLsSNOTTeEYEntHLYgeuHOzqwskwPvdiDVSTfREYHbpIHE /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"304",NA,"PywFTPa /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"305",NA,"qAswerHKUYJPVBMhnDVMgmZMcKduBhViPfFmQeMzhlJvciawgxLtInnfxQEtdoPqMThNI /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"306",NA,"qBkLjKGfQbDqStglmmwpd iDqeQTdztZCVYB Nj TVvJqzSMQwZfeKULlxzYbKXgEcHHZmSIRcfxuV NxlbASeTQoQNKJ /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"307",NA,"QCeMTTBKStnsmPxvfxapvnGceKLobtPCsTwfELZ PymXWIPaZPcxwryoLNGLjqwUphVOdzCzJPjIzyCCTZESG /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"308",NA,"qCmNAnFDlQ DUBxZgTpXsEvUPiFgHDZKIzNfpVdMqYprLzMNsMlJKcTXOorcREeJiMpAAzkhEtjKAFh /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"309",NA,"QdXYZwifOBAfzikzKfUfDgScrDAVrmpVfhbCmpIoYqkGcTjnauDURuiMUC /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"310",NA,"qEbSDCVxhqkjCIsrPIjyQfcUPSCBvVyayEUYtLhKfrmzIOOBvxSeI /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"311",NA,"QeEFMVvWZKcJFIELseyHDVsyBEunrnv dRT /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"312",NA,"qFPogRwGBGXkxeWhlEFEmqOfkQSQejOfXCNUzDeqTqnZj FBOnwyazi /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"313",NA,"qgpKlKyOccCmjSHjfuJzvvsmDq zJhTOccfQdNeXICUWVkpTlTgzjgqbVNmvNDdQKEBCHLi /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"314",NA,"qKz uutBkFxcMXiOSgotkNPMpWOSZNyMHzMnZchRFPQfqI /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"315",NA,"QLYIningSZGknuuHYyBVGjRVIXgvGuPOEuYgUWYFXvEWUzgPy /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"316",NA,"QolOPdxPpVxJqJDEmATCDZOVuztMGclNZvfcYsNoLhqoy /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"317",NA,"QolxDmwwCOcnsrlaGKJoyLVlhDbpUGoZPWoPSNJUgJToe /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"318",NA,"QPuMKN UWeouKBoEQHnhcjDieWXuPbUPVoaNXit cXQNrWcCefsfGuyhXe /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"319",NA,"qqDVDzaQVxWNOVRjzwxbLbEXdsxcMNqprCMmQxHVtZcJYrp RrYemCVqtRfheXe /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"320",NA,"QSC kSGazdNkDnSJrctdzQIaoqcrhqcBlbTYtNxxwVSBKTlYRdJ /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"321",NA,"QWHIcrEUCJmvzqS ilYuaAuPSIQhixIAZpkKFmsrHTkygOVgV iEhYDzbhYkxbztZ  /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"322",NA,"rBMwiLJftgKzCfdEBKyOFwSIDLumItCcubkcjOspwFriwYpvsDFjoClZBVEsNfgcLxmsYGAJPZxy /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"323",NA,"rBPgwRSefmJvhujFusBrbtBzRcxpC /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"324",NA,"rbQQeOOQhTlujSElEEfIfYHTRxnbdMGYJfJqgzMjWvKStjP /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"325",NA,"rdAXmH OYLRP jIRrprHO /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"326",NA,"rdeVxfiauSLMGMjfUUOebGKFmNYWXNotYxHHhYjqVqiOEOkSRYy MNiCTaOhHcuJUkOgBTMWQ /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"327",NA,"RGdtDlOwKkMfGjjCklalMsIYFvEmyBC AwSQQNUqyJPyjFJXXImhGEegXVqAJXXXivSTEmJcNLmahcqpKluI /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
"328",NA,"rgKCcVCgGZNbLjoPlLLWNlGFRqTaTmdPqcZESuPwdVH /// instances: 1","a3_other",TRUE,"'other' response. may need recoding."
